I_D,TSEVENT_ID,YEAR,MONTH,DAY,DOUBTFUL,COUNTRY,STATE,LOCATION_NAME,LATITUDE,LONGITUDE,REGION_CODE,DISTANCE_FROM_SOURCE,TRAVEL_TIME_HOURS,TRAVEL_TIME_MINUTES,WATER_HT,HORIZONTAL_INUNDATION,TYPE_MEASUREMENT_ID,PERIOD,FIRST_MOTION,DEATHS,DEATHS_DESCRIPTION,INJURIES,INJURIES_DESCRIPTION,DAMAGE_MILLIONS_DOLLARS,DAMAGE_DESCRIPTION,HOUSES_DAMAGED,HOUSES_DAMAGED_DESCRIPTION,HOUSES_DESTROYED,HOUSES_DESTROYED_DESCRIPTION
22352,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.077472,140.102,85,411,,,1.13,0,4,,,,,,,,,,,,
22353,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",34.986306,139.971306,85,426,,,1.15,0,4,,,,,,,,,,,,
22354,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.122944,140.160917,85,404,,,1.24,0,4,,,,,,,,,,,,
22355,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.382222,141.930972,85,127,,,17.6,700,5,,,,,,,,,,,,
22356,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.308583,141.908556,85,119,,,17.66,25,5,,,,,,,,,,,,
22357,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",40.152694,141.866778,85,211,,,17.73,0,5,,,,,,,,,,,,
22358,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.960306,141.953056,85,189,,,17.89,0,5,,,,,,,,,,,,
22359,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.857911,141.673537,85,87,,,18,0,5,,,,,,,,,,,,
24485,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.453572,140.396883,85,362,,,0,0,5,,,,,,,,,,,,
24486,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.302083,139.823472,85,403,,,2.31,0,5,,,,,,,,,,,,
24487,5413,2011,3,11,,JAPAN,TOKYO,"Tokyo Prefecture, Kanto Region",35.672056,139.78325,85,372,,,1.82,0,4,,,,,,,,,,,,
24488,5413,2011,3,11,,JAPAN,TOKYO,"Tokyo Prefecture, Kanto Region",35.667694,139.781944,85,372,,,2.78,0,4,,,,,,,,,,,,
24489,5413,2011,3,11,,JAPAN,KANAGAWA,"Kanagawa Prefecture, Kanto Region",35.261444,139.734778,85,411,,,1.65,0,8,,,,,,,,,,,,
23594,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.258417,141.490861,85,77,,,15.6,0,4,,,,,,,,,,,,
23595,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.457833,141.443917,85,83,,,15.6,0,4,,,,,,,,,,,,
23596,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.391083,141.516806,85,75,,,15.61,0,4,,,,,,,,,,,,
23597,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.682472,141.441444,85,92,,,15.62,0,4,,,,,,,,,,,,
23598,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.073556,141.839139,85,98,,,15.63,32,4,,,,,,,,,,,,
23599,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.093441,141.806583,85,101,,,15.63,0,4,,,,,,,,,,,,
23600,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.522817,141.470828,85,83,,,15.64,0,4,,,,,,,,,,,,
23601,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.675361,141.465861,85,89,,,15.65,0,4,,,,,,,,,,,,
23602,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.737944,141.975889,85,164,,,15.69,0,4,,,,,,,,,,,,
23603,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.003855,141.616912,85,102,,,15.71,0,4,,,,,,,,,,,,
23604,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.630222,141.5265,85,83,,,15.72,55,4,,,,,,,,,,,,
23605,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.058083,141.813694,85,98,,,15.75,128,4,,,,,,,,,,,,
23606,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.441333,141.5235,85,76,,,15.77,0,4,,,,,,,,,,,,
23607,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.014,141.634069,85,102,,,15.8,0,4,,,,,,,,,,,,
23608,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.117139,141.816806,85,103,,,15.8,0,4,,,,,,,,,,,,
23609,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.155167,141.862889,85,105,,,15.88,83,4,,,,,,,,,,,,
23610,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.473583,141.481944,85,80,,,15.98,0,4,,,,,,,,,,,,
23611,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.013889,141.647028,85,102,,,16,0,4,,,,,,,,,,,,
23612,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.30585,141.889867,85,120,,,16.02,36,4,,,,,,,,,,,,
23613,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.673722,141.445167,85,91,,,16.04,0,4,,,,,,,,,,,,
23614,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.049778,141.816889,85,97,,,16.07,45,4,,,,,,,,,,,,
23615,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.827667,141.578361,85,91,,,16.15,425,4,,,,,,,,,,,,
23072,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.400361,141.181694,85,105,,,3.2,1884,4,,,,,,,,,,,,
23073,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.086972,140.901778,85,131,,,3.2,2213,4,,,,,,,,,,,,
23074,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.996528,140.879389,85,135,,,3.23,0,4,,,,,,,,,,,,
23075,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.288583,141.029111,85,117,,,3.3,1800,4,,,,,,,,,,,,
23076,5413,2011,3,11,,JAPAN,HOKKAIDO,Hokkaido Prefecture,42.553817,141.933383,85,475,,,3.32,0,4,,,,,,,,,,,,
23077,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.937611,141.376278,85,306,,,3.37,0,4,,,,,,,,,,,,
23078,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.195111,140.941,85,126,,,3.37,2347,4,,,,,,,,,,,,
23079,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.257,140.982639,85,121,,,3.37,0,4,,,,,,,,,,,,
23080,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.018778,140.887694,85,134,,,3.4,2521,4,,,,,,,,,,,,
23081,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.39425,141.185806,85,104,,,3.5,1123,4,,,,,,,,,,,,
23082,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.398222,141.180583,85,105,,,3.5,1709,4,,,,,,,,,,,,
23083,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.986,140.888806,85,134,,,3.5,2190,4,,,,,,,,,,,,
23064,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.049917,140.9075,85,131,,,2.85,1250,4,,,,,,,,,,,,
23065,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.986528,140.893,85,134,,,2.85,1831,4,,,,,,,,,,,,
23066,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.414194,141.191667,85,104,,,2.95,0,4,,,,,,,,,,,,
23067,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.416056,141.223778,85,101,,,2.95,1744,4,,,,,,,,,,,,
23068,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.28925,141.0055,85,119,,,3.02,3732,4,,,,,,,,,,,,
23069,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.017917,140.909611,85,132,,,3.04,607,4,,,,,,,,,,,,
23070,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.291806,141.011472,85,119,,,3.12,3396,4,,,,,,,,,,,,
23071,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.414028,141.225194,85,101,,,3.2,1491,4,,,,,,,,,,,,
19353,5413,2011,3,11,,JAPAN,FUKUSHIMA,ONAHAMA,36.9369,140.8833,85,200,0,6,,,2,,,,,,,,,,,,
24457,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",34.903167,139.889972,85,438,,,0.97,0,4,,,,,,,,,,,,
24458,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.700333,140.692417,85,325,,,6.2,40,5,,,,,,,,,,,,
24459,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.277833,139.851558,85,404,,,1.68,0,4,,,,,,,,,,,,
24460,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.69823,140.847968,85,319,,,4.64,0,4,,,,,,,,,,,,
24461,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.644861,140.580111,85,335,,,2.39,0,4,,,,,,,,,,,,
24462,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.645944,140.580194,85,335,,,2.47,0,4,,,,,,,,,,,,
24463,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.695328,140.725067,85,324,,,5.55,0,4,,,,,,,,,,,,
24464,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.735452,140.829109,85,316,,,2.63,0,4,,,,,,,,,,,,
24465,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.735619,140.830222,85,316,,,2.93,0,4,,,,,,,,,,,,
24466,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.701694,140.693083,85,325,,,6.04,0,4,,,,,,,,,,,,
24467,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.692358,140.729262,85,324,,,2.94,0,4,,,,,,,,,,,,
24468,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.690833,139.985194,85,359,,,2.79,0,4,,,,,,,,,,,,
24469,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.692444,140.728731,85,324,,,3.26,0,5,,,,,,,,,,,,
24470,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.121778,140.235611,85,401,,,1.01,0,4,,,,,,,,,,,,
24471,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.218747,139.866583,85,409,,,1.5,0,5,,,,,,,,,,,,
24472,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.450444,140.405611,85,362,,,4.72,91,5,,,,,,,,,,,,
24473,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.122944,140.160917,85,404,,,1.45,0,4,,,,,,,,,,,,
24474,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",34.985639,139.971111,85,426,,,0.82,0,4,,,,,,,,,,,,
24475,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.702111,140.706028,85,324,,,5.82,173,5,,,,,,,,,,,,
24476,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.690306,139.983889,85,359,,,3.04,0,4,,,,,,,,,,,,
24477,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.692772,140.738358,85,324,,,7.83,0,5,,,,,,,,,,,,
24478,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.595639,140.507919,85,343,,,1.72,0,4,,,,,,,,,,,,
24479,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.313361,139.786028,85,404,,,1.78,0,5,,,,,,,,,,,,
24480,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.70575,140.843167,85,319,,,3.24,0,4,,,,,,,,,,,,
24481,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.208361,140.392222,85,386,,,4.27,0,4,,,,,,,,,,,,
24482,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.219611,139.865583,85,409,,,0.23,0,4,,,,,,,,,,,,
24483,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.701528,140.845528,85,319,,,3.31,0,4,,,,,,,,,,,,
24484,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.499661,140.428786,85,356,,,0,0,5,,,,,,,,,,,,
23015,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.299833,141.881944,85,119,,,11.44,0,4,,,,,,,,,,,,
23016,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.451369,141.492303,85,79,,,11.44,266.12,4,,,,,,,,,,,,
23050,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.646722,141.979694,85,154,,,10.8,9.26,5,,,,,,,,,,,,
23051,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.648028,141.979413,85,154,,,10.93,30,5,,,,,,,,,,,,
23052,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.440008,141.447275,85,82,,,10.94,0,5,,,,,,,,,,,,
23593,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.678111,141.490889,85,88,,,15.54,0,4,,,,,,,,,,,,
25207,5413,2011,3,11,,JAPAN,TOKYO,TOKYO PREFECTURE,,,85,,,,,,1,,,7,1,90,2,,,,,,
25208,5413,2011,3,11,,JAPAN,KANAGAWA,KANAGAWA PREFECTURE,,,85,,,,,,1,,,4,1,131,3,,,,,,
25209,5413,2011,3,11,,JAPAN,KOCHI,KOCHI PREFECTURE,,,85,,,,,,1,,,,,1,1,,,,,,
25117,5413,2011,3,11,,USA,CA,"SHELTER COVE MARINA, SAN DIEGO, CA",32.71919167,-117.2221444,88,8625,,,0.3,,1,,,,,,,,,,,,
22987,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.523336,141.585525,85,257,,,5.8,126,5,,,,,,,,,,,,
22988,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.24,141.924167,85,112,,,10.71,0,4,,,,,,,,,,,,
22989,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.207972,141.851833,85,111,,,10.74,1265,4,,,,,,,,,,,,
22990,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.956056,141.637333,85,97,,,10.74,23,4,,,,,,,,,,,,
22991,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.536806,141.529722,85,78,,,10.78,0,4,,,,,,,,,,,,
22992,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.989411,140.913842,85,132,,,10.8,0,4,,,,,,,,,,,,
22993,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",38.950861,141.692861,85,94,,,10.82,120,4,,,,,,,,,,,,
22994,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.243889,141.939833,85,112,,,10.84,46,4,,,,,,,,,,,,
22995,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.35975,141.906083,85,125,,,10.89,423.72,4,,,,,,,,,,,,
22996,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.35475,141.922056,85,124,,,10.91,21.53,4,,,,,,,,,,,,
22997,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.031806,141.773694,85,97,,,10.92,34,4,,,,,,,,,,,,
22998,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.255278,141.007722,85,119,,,10.92,0,4,,,,,,,,,,,,
22999,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",38.989117,141.7387,85,95,,,10.99,28,4,,,,,,,,,,,,
23000,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.239417,141.914611,85,112,,,11.08,0,4,,,,,,,,,,,,
23001,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.030139,141.775083,85,97,,,11.11,15,4,,,,,,,,,,,,
23002,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.1045,141.859556,85,100,,,11.12,45,4,,,,,,,,,,,,
23003,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.458861,141.958139,85,134,,,11.14,120,4,,,,,,,,,,,,
23004,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.88025,141.647278,85,90,,,11.14,78.1,4,,,,,,,,,,,,
23005,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.932222,141.633361,85,96,,,11.19,0,4,,,,,,,,,,,,
23006,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.299833,141.881944,85,119,,,11.2,0,4,,,,,,,,,,,,
23007,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.786556,141.500111,85,93,,,11.21,0,4,,,,,,,,,,,,
23008,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.772222,141.511861,85,92,,,11.23,0,4,,,,,,,,,,,,
23009,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.596484,142.026311,85,148,,,11.24,330,4,,,,,,,,,,,,
23010,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.481983,141.633217,85,251,,,11.24,253,4,,,,,,,,,,,,
23011,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.033833,141.609583,85,105,,,11.3,0,4,,,,,,,,,,,,
23012,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.957333,141.628361,85,98,,,11.36,0,4,,,,,,,,,,,,
23013,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.590486,141.944235,85,149,,,11.38,220,4,,,,,,,,,,,,
23014,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.442694,141.485778,85,79,,,11.43,0,4,,,,,,,,,,,,
22469,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",34.919167,139.825278,85,439,,,1.95,0,4,,,,,,,,,,,,
22470,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.179472,140.348528,85,391,,,2.32,0,4,,,,,,,,,,,,
22471,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.538556,140.455528,85,351,,,2.32,0,4,,,,,,,,,,,,
22472,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.254361,140.403028,85,381,,,2.76,0,4,,,,,,,,,,,,
22473,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.29725,141.045694,85,116,,,2.79,1935,4,,,,,,,,,,,,
22509,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.465647,141.657417,85,249,,,5.8,9,5,,,,,,,,,,,,
22510,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.718356,141.421189,85,281,,,6,111,5,,,,,,,,,,,,
22511,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.644056,141.445236,85,273,,,6,127,5,,,,,,,,,,,,
22512,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.640306,141.446364,85,273,,,6,128,5,,,,,,,,,,,,
23053,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",38.978694,141.7025,85,96,,,10.99,150,5,,,,,,,,,,,,
23054,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",40.182111,141.80375,85,215,,,11.03,0,5,,,,,,,,,,,,
23055,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",40.094306,141.820028,85,206,,,11.07,690,5,,,,,,,,,,,,
23056,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",38.959028,141.689278,85,95,,,11.08,90,5,,,,,,,,,,,,
23057,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",40.153111,141.866667,85,211,,,11.15,30,5,,,,,,,,,,,,
23058,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.24175,141.933083,85,112,,,11.22,0,5,,,,,,,,,,,,
23059,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.601672,141.947248,85,150,,,11.24,150,5,,,,,,,,,,,,
23060,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.624365,141.963966,85,152,,,11.25,40,5,,,,,,,,,,,,
23061,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.446,142.00125,85,132,,,11.25,70,5,,,,,,,,,,,,
23062,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",38.992611,141.684556,85,98,,,11.27,475,5,,,,,,,,,,,,
23063,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.285167,140.993306,85,120,,,2.8,4813,4,,,,,,,,,,,,
22947,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.370139,141.068083,85,114,,,2.62,0,4,,,,,,,,,,,,
22948,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.227167,140.965056,85,123,,,2.67,2059,4,,,,,,,,,,,,
22949,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.928028,141.58325,85,98,,,2.67,0,4,,,,,,,,,,,,
22982,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.69,141.964861,85,159,,,16.63,198.07,5,,,,,,,,,,,,
22983,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.574722,142.028056,85,145,,,20.04,0,5,,,,,,,,,,,,
22984,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.532222,142.050833,85,140,,,24.33,0,5,,,,,,,,,,,,
22985,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.755556,141.988056,85,166,,,30.06,0,5,,,,,,,,,,,,
22986,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.573889,142.031944,85,145,,,34.07,0,5,,,,,,,,,,,,
22441,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.956327,140.887147,85,135,,,4.52,0,5,,,,,,,,,,,,
22442,5413,2011,3,11,,JAPAN,IWATE,"Iwate Prefecture, Tohoku Region",39.441944,141.949556,85,133,,,4.57,1320,5,,,,,,,,,,,,
22443,5413,2011,3,11,,JAPAN,FUKUSHIMA,"Fukushima Prefecture, Tohoku Region",36.914098,140.834721,85,205,,,4.6,0,5,,,,,,,,,,,,
22444,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.904959,141.572178,85,97,,,4.62,648.75,5,,,,,,,,,,,,
22445,5413,2011,3,11,,JAPAN,IBARAKI,"Ibaraki Prefecture, Kanto Region",36.829611,140.781694,85,215,,,4.79,0,5,,,,,,,,,,,,
22446,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.101183,140.929333,85,128,,,4.8,137,5,,,,,,,,,,,,
22447,5413,2011,3,11,,JAPAN,HOKKAIDO,Hokkaido Prefecture,42.016147,143.147275,85,419,,,4.81,65,5,,,,,,,,,,,,
22448,5413,2011,3,11,,JAPAN,TSHIBA,"Tshiba Prefecture, Kanto Region",35.364583,140.391139,85,371,,,4.83,35,5,,,,,,,,,,,,
22449,5413,2011,3,11,,JAPAN,HOKKAIDO,Hokkaido Prefecture,41.992453,143.161588,85,416,,,4.84,50,5,,,,,,,,,,,,
22450,5413,2011,3,11,,JAPAN,IBARAKI,"Ibaraki Prefecture, Kanto Region",36.79575,140.75375,85,220,,,4.85,0,5,,,,,,,,,,,,
22451,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.376137,141.153639,85,107,,,4.88,0,5,,,,,,,,,,,,
22452,5413,2011,3,11,,JAPAN,IBARAKI,"Ibaraki Prefecture, Kanto Region",36.683806,140.714361,85,232,,,4.93,0,5,,,,,,,,,,,,
22453,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",38.429637,141.315705,85,93,,,4.94,0,5,,,,,,,,,,,,
22454,5413,2011,3,11,,JAPAN,HOKKAIDO,Hokkaido Prefecture,42.822072,143.839227,85,518,,,4.96,100,5,,,,,,,,,,,,
22455,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.926979,140.897757,85,136,,,5,0,5,,,,,,,,,,,,
22456,5413,2011,3,11,,JAPAN,AOMORI,"Aomori Prefecture, Tohoku Region",40.762861,141.408111,85,286,,,5.01,407,5,,,,,,,,,,,,
22457,5413,2011,3,11,,JAPAN,MIYAGI,"Miyagi Prefecture, Tohoku Region",37.945287,140.898552,85,135,,,5.07,0,5,,,,,,,,,,,,
22458,5413,2011,3,11,,JAPAN,HOKKAIDO,Hokkaido Prefecture,42.063381,143.065179,85,423,,,5.1,80,5,,,,,,,,,,,,
